id_cliente,evadido,genero,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_en_empresa,servicio_telefonico,lineas_multiples,tipo_internet,internet.OnlineSecurity,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,cargo_diario,evadido_etiqueta,adulto_mayor
0254-FNMCI,0,Female,0,0,0,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.9,7624.2,3.6633333333333336,No,No
0254-KCJGT,0,Male,0,1,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),81.4,4354.45,2.7133333333333334,No,No
0254-WWRKD,0,Female,0,1,1,67,1,No,DSL,No,Yes,No,No,No,No,One year,0,Credit card (automatic),50.55,3431.75,1.6849999999999998,No,No
0256-LTHVJ,1,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,2227.1,2.7016666666666667,Sí,No
0257-KXZGU,0,Female,0,1,1,32,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),62.45,2045.55,2.0816666666666666,No,No
0257-ZESQC,1,Female,1,1,0,27,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.2,1929.35,2.506666666666667,Sí,Sí
0258-NOKBL,0,Male,0,0,0,3,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.4,268.45,3.0133333333333336,No,No
0259-GBZSH,1,Male,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.65,181.5,2.855,Sí,No
0260-ZDLGK,1,Female,0,0,1,9,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,72.9,651.4,2.43,Sí,No
0263-FJTQO,0,Male,0,1,1,50,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.5,3486.65,2.35,No,No
0264-CNITK,0,Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1389.6,0.67,No,No
0265-EDXBD,1,Male,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,2303.35,2.496666666666667,Sí,Sí
0265-PSUAE,0,Female,0,1,1,16,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.7,1522.7,3.356666666666667,No,No
0266-CLZKZ,0,Female,0,1,1,67,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),105.65,6717.9,3.521666666666667,No,No
0266-GMEAO,0,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55,3.81,No,No
0268-QKIWO,1,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,0.6583333333333333,Sí,No
0269-XFESX,0,Male,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.35,538.5,0.8116666666666668,No,No
0270-THENM,0,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.85,5102.35,2.328333333333333,No,No
0274-JKUJR,0,Male,0,1,1,7,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,58.85,465.7,1.9616666666666667,No,No
0277-BKSQP,0,Male,0,1,1,8,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.4,475.1,1.8133333333333332,No,No
0277-ORXQS,0,Male,0,1,1,66,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,No,No
0278-YXOOG,1,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,0.7016666666666667,Sí,No
0280-XJGEX,1,Male,0,0,0,49,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,Sí,No
0281-CNTZX,0,Male,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,No,No
0282-NVSJS,0,Female,1,1,1,12,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,29.3,355.9,0.9766666666666667,No,Sí
0285-INHLN,0,Male,0,1,1,27,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3,1.825,No,No
0289-IVARM,0,Female,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,1982.6,2.018333333333333,No,No
0292-WEGCH,0,Female,0,1,1,54,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,86.2,4524.05,2.8733333333333335,No,No
0295-PPHDO,1,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45,3.1816666666666666,Sí,No
0295-QVKPB,0,Male,0,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),63.95,318.1,2.131666666666667,No,No
0297-RBCSG,0,Male,0,0,0,19,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),65.35,1231.85,2.1783333333333332,No,No
0298-XACET,0,Male,0,1,1,52,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,50.2,2554.0,1.6733333333333333,No,No
0301-FIDRB,0,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,No,No
0301-KOBTQ,0,Male,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,0.6683333333333333,No,No
0302-JOIVN,1,Female,0,1,0,8,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9,3.371666666666667,Sí,No
0303-UNCIP,0,Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8,2.1666666666666665,No,No
0303-WMMRN,0,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,0.6416666666666667,No,No
0305-SQECB,0,Female,0,0,1,11,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,36.05,402.6,1.2016666666666667,No,No
0306-JAELE,1,Male,0,0,0,5,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.1,453.4,3.203333333333333,Sí,No
0307-BCOPK,0,Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,0.635,No,No
0308-GIQJT,0,Male,1,0,0,71,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7382.85,3.525,No,Sí
0308-IVGOK,0,Female,0,0,0,11,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),40.4,422.6,1.3466666666666667,No,No
0310-MVLET,1,Female,0,1,1,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,3.305,Sí,No
0310-SUCIN,0,Female,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,No,No
0310-VQXAM,0,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,0.6616666666666667,No,No
0311-QYWSS,0,Female,0,0,0,6,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.45,314.6,1.6483333333333334,No,No
0311-UNPFF,1,Female,0,0,0,26,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,2.96,Sí,No
0314-TKOSI,0,Female,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,55.15,322.9,1.8383333333333334,No,No
0315-LVCRK,0,Male,0,0,0,11,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,84.8,888.75,2.8266666666666667,No,No
0318-QUUOB,1,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,2.685,Sí,No
0318-ZOPWS,0,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0.6716666666666666,No,No
0319-QZTCO,0,Female,0,1,1,3,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6,1.9566666666666668,No,No
0320-DWVTU,0,Female,0,0,0,53,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,99.5,5424.25,3.316666666666667,No,No
0320-JDNQG,1,Male,0,1,1,23,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,2331.3,3.328333333333333,Sí,No
0322-CHQRU,1,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,1.5116666666666667,Sí,No
0322-YINQP,1,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.55,48.55,1.6183333333333332,Sí,No
0323-XWWTN,0,Male,0,0,1,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,0.88,No,No
0324-BRPCJ,1,Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,3.3400000000000003,Sí,Sí
0325-XBFAC,1,Male,0,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,3.1566666666666667,Sí,No
0326-VDYXE,0,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5,3.2550000000000003,No,No
0327-WFZSY,0,Male,0,1,1,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55,3.3333333333333335,No,No
0328-GRPMV,1,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,2.3366666666666664,Sí,No
0329-GTIAJ,1,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3,3.2633333333333336,Sí,No
0330-BGYZE,0,Male,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,No,No
0330-IVZHA,1,Female,0,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,330.15,2.3316666666666666,Sí,No
0334-GDDSO,1,Male,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.35,233.7,2.7116666666666664,Sí,Sí
0334-ZFJSR,0,Female,0,1,0,55,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3462.1,2.2016666666666667,No,No
0336-KXKFK,0,Male,0,0,0,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.2,4390.25,2.04,No,No
0336-PIKEI,0,Male,1,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),74.4,5360.75,2.48,No,Sí
0337-CNPZE,1,Female,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.3,4443.45,3.5433333333333334,Sí,No
0343-QLUZP,0,Male,0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,1.32,No,No
0345-HKJVM,1,Female,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.3,577.6,2.9766666666666666,Sí,No
0345-XMMUG,0,Female,0,1,0,46,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,3.6300000000000003,No,No
0347-UBKUZ,0,Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,0.6633333333333333,No,No
0348-SDKOL,1,Female,0,1,0,58,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,3.4033333333333333,Sí,No
0354-VXMJC,0,Male,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,0.6533333333333334,No,No
0354-WYROK,1,Female,1,1,1,31,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.9,2911.3,3.296666666666667,Sí,Sí
0356-ERHVT,0,Male,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.9,521.9,1.53,No,No
0356-OBMAC,0,Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),99.9,5706.3,3.33,No,Sí
0357-NVCRI,0,Female,0,0,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,0.6683333333333333,No,No
0361-HJRDX,0,Female,0,0,0,68,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,2.145,No,No
0362-RAOQO,0,Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,0.6549999999999999,No,No
0362-ZBZWJ,1,Male,0,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2,2.83,Sí,No
0363-QJVFX,1,Male,0,0,0,32,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,3.605,Sí,No
0363-SVHYR,0,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.85,6263.8,2.895,No,No
0365-BZUWY,0,Male,0,1,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,3.4183333333333334,No,No
0365-GXEZS,0,Male,0,1,0,18,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75,2.606666666666667,No,No
0365-TRTPY,0,Female,0,0,0,37,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,3.04,No,No
0366-NQSHS,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,46.35,0.645,No,No
0369-ZGOVK,0,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1992.2,2.3466666666666667,No,No
0373-AIVNJ,0,Male,0,0,0,9,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,39.55,373.0,1.3183333333333331,No,No
0374-AACSZ,0,Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15,1.6716666666666666,No,No
0374-FIUCA,0,Male,0,1,0,65,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45,0.6799999999999999,No,No
0374-IOEGQ,0,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,122.7,1.4866666666666668,No,No
0375-HVGXO,1,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,1.1566666666666667,Sí,No
0376-OIWME,0,Male,0,1,0,36,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,3366.05,3.1199999999999997,No,No
0376-YMCJC,1,Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1943.2,3.02,Sí,No
0377-JBKKT,0,Male,0,1,1,22,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8,1.9316666666666669,No,No
0378-CJKPV,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),112.1,7965.95,3.7366666666666664,No,No
0378-NHQXU,1,Female,0,1,1,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,88.25,1460.65,2.941666666666667,Sí,No
0378-TOVMS,1,Female,0,0,0,3,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,2.86,Sí,No
0378-XSZPU,1,Male,0,1,0,58,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8,2.01,Sí,No
0379-DJQHR,0,Male,0,1,1,67,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,2.7116666666666664,No,No
0380-NEAVX,0,Male,1,0,0,34,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,99.85,3343.15,3.328333333333333,No,Sí
0380-ZCSBI,0,Male,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,198.7,0.6666666666666666,No,No
0383-CLDDA,0,Female,0,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,5897.4,2.8449999999999998,No,No
0384-LPITE,0,Male,0,0,0,40,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55,2.0683333333333334,No,No
0384-RVBPI,0,Male,0,0,0,20,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1398.6,2.146666666666667,No,No
0386-CWRGM,0,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,0.6466666666666666,No,No
0388-EOPEX,1,Female,0,1,0,2,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,139.4,2.48,Sí,No
0390-DCFDQ,1,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,2.3483333333333336,Sí,Sí
0392-BZIUW,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),105.0,7589.8,3.5,No,No
0394-YONDK,0,Male,0,1,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,1790.15,0.8383333333333333,No,No
0396-HUJBP,0,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4,0.6433333333333333,No,No
0396-UKGAI,0,Male,0,0,1,23,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,1.8433333333333333,No,No
0396-YCHWO,0,Male,0,1,0,36,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.4,3474.2,3.18,No,No
0397-GZBBC,1,Male,1,1,0,59,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,3.128333333333333,Sí,Sí
0397-ZXWQF,0,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,0.6833333333333333,No,No
0401-WDBXM,0,Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.55,7542.25,3.518333333333333,No,No
0402-CQAJN,1,Female,0,0,0,37,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,3.396666666666667,Sí,No
0402-OAMEN,0,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1709.1,0.815,No,No
0404-AHASP,0,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,0.6566666666666666,No,No
0404-SWRVG,1,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,229.55,2.48,Sí,No
0406-BPDVR,1,Female,1,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,3.3833333333333333,Sí,Sí
0407-BDJKB,1,Male,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,95.75,5742.9,3.191666666666667,Sí,No
0409-WTMPL,0,Female,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,3.6883333333333335,No,No
0410-IPFTY,0,Female,0,1,0,31,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,2.795,No,No
0411-EZJZE,0,Female,0,0,0,3,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,2.0083333333333333,No,No
0412-UCCNP,0,Male,0,0,0,55,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,3175.85,1.9733333333333334,No,No
0415-MOSGF,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1.48,Sí,No
0419-YAAPX,0,Male,0,1,0,49,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4297.95,2.8433333333333333,No,No
0420-BWTPW,1,Male,0,0,1,8,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,215.2,0.85,Sí,No
0420-HLGXF,0,Female,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,3.325,No,Sí
0420-TXVSG,0,Male,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,2.203333333333333,No,No
0422-OHQHQ,0,Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,0.685,No,No
0422-UXFAP,0,Female,0,1,0,51,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,4947.55,3.295,No,No
0423-UDIJQ,0,Male,1,0,0,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.2,447.9,1.6400000000000001,No,Sí
0426-TIRNE,1,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,0.6966666666666667,Sí,No
0428-AXXLJ,0,Male,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3,0.65,No,No
0428-IKYCP,0,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,2.9,No,No
0430-IHCDJ,0,Male,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25,1.6333333333333333,No,No
0431-APWVY,1,Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,3.003333333333333,Sí,No
0432-CAJZV,0,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,3.0233333333333334,No,No
0434-CSFON,0,Female,0,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,4707.1,3.35,No,No
0436-TWFFZ,0,Female,0,0,0,67,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2,2.841666666666667,No,No
